objectid,id_punto,nombreestablecimiento,direccion,municipio,barrio,estado,longitud,latitud
1063,1063,Torres De La Fuente,CL 65 55 8,Medellín,Sevilla,En servicio,-75.56854707,6.26318935
1064,1064,Al Pan Pan,CR 46 48 78,Medellín,La Candelaria,En servicio,-75.56606003,6.24718335
1065,1065,Benedan,CR 47 N 49 59,Medellín,La Candelaria,En servicio,-75.56650318,6.24801777
1066,1066,Bulevar La Playa,CL 52 46 50,Medellín,La Candelaria,En servicio,-75.56520296,6.24934427
1067,1067,Cafe Bar Bola Bola,CL 48 55 67,Medellín,La Candelaria,En servicio,-75.57358,6.2496
1068,1068,Centro Comercial El Parque,CL 54 47 105 LOCAL 101,Medellín,La Candelaria,En servicio,-75.56471469,6.25193071
1069,1069,Centro Comercial El Parque (2),CL 54 47 105 LOCAL 101,Medellín,La Candelaria,En servicio,-75.56471469,6.25193071
1070,1070,Delitinto,CL 50 48 01,Medellín,La Candelaria,En servicio,-75.56670031,6.24875966
1071,1071,Drogueria Todo Drogas,CL 49 47 50,Medellín,La Candelaria,Desactivado,-75.56668657,6.24799201
1072,1072,El Dorado,CR 52 45 29 LOC 107,Medellín,La Candelaria,En servicio,-75.57101587,6.24676954
1073,1073,Fiscalia (2),CL 53 49 148,Medellín,La Candelaria,En servicio,-75.56660001,6.25233831
1074,1074,Gigante Av Oriental,CR 46 49 A 03,Medellín,La Candelaria,En servicio,-75.56571824,6.24789688
1075,1075,Gigante Av Oriental (3),CR 46 49 A 03,Medellín,La Candelaria,En servicio,-75.56571824,6.24789688
1076,1076,Junin Adn,CL 49 48 17,Medellín,La Candelaria,En servicio,-75.56710464,6.2480361
1077,1077,Junin Adn (2),CL 49 48 17,Medellín,La Candelaria,En servicio,-75.56710464,6.2480361
1078,1078,Junin Adn (3),CL 49 48 17,Medellín,La Candelaria,En servicio,-75.56710464,6.2480361
1079,1079,La Bastilla 3 (2),CR 48 50 81,Medellín,La Candelaria,En servicio,-75.56637121,6.24942907
1080,1080,La Playa Rey,CL 51 45 27 ,Medellín,La Candelaria,En servicio,-75.56562828,6.24868801
1081,1081,Lankaster,CR 46 48 83,Medellín,La Candelaria,En servicio,-75.56615654,6.24729618
1082,1082,Licorera La Bastilla,CR 48 50 12,Medellín,La Candelaria,En servicio,-75.56649821,6.24889275
1083,1083,Maracaibo Rey,CL 53 46 77,Medellín,La Candelaria,En servicio,-75.56435871,6.25075554
1084,1084,Multicarnes La Playa,CR 46 52 05,Medellín,La Candelaria,En servicio,-75.56479428,6.24922482
1085,1085,Oficina Avenida Oriental,CR 46 52 29,Medellín,La Candelaria,En servicio,-75.56465609,6.24949595
1086,1086,Parqueadero Metro Palo Gig,CL 49 44 36,Medellín,La Candelaria,En servicio,-75.56423198,6.24670726
1087,1087,Plazuela De San Ignacio,CR 44 48 43,Medellín,La Candelaria,En servicio,-75.56468984,6.24647013
1088,1088,Plazuelas De San Diego,CR 43 33 57,Medellín,San Diego,En servicio,-75.5686859,6.23398358
1089,1089,Restaurante Dardanelos # 2,CR 48 39 74,Medellín,La Candelaria,En servicio,-75.57080996,6.23991991
1090,1090,Restaurante Dukar,CR 48 32 191,Medellín,La Candelaria,En servicio,-75.57302487,6.23496837
1091,1091,Sabropan,CR 46 57 06,Medellín,La Candelaria,En servicio,-75.56232024,6.25343008
1092,1092,San Diego Rey,CR 43 33 57 LC 163,Medellín,San Diego,En servicio,-75.57001505,6.23430647
1093,1093,San Jose,CL 49 45 42,Medellín,La Candelaria,En servicio,-75.56515436,6.24754831
1094,1094,San Sebastian (2),CR 46 41 54,Medellín,La Candelaria,En servicio,-75.56947569,6.24148352
1095,1095,Sucre,CR 47 52 135,Medellín,La Candelaria,En servicio,-75.5650775,6.25088258
1096,1096,Tu Pan,CR 46 52 05,Medellín,La Candelaria,En servicio,-75.56503016,6.24928126
1097,1097,Abarrotes E M,CR 84 104 A 11,Bello,Paris,En servicio,-75.582597,6.306239
1098,1098,Aguacatala 211,CR 50 12 SUR 0 (105),Medellín,Guayabal,En servicio,-75.58185178,6.19580839
1099,1099,AYURA,CL 85  42 01 ( AYU2 10),Itagui,Itagui,En servicio,-75.58578147,6.18704486
1100,1100,Ayura (2),CL 85 42 01 (105)        ,Itagui,Itagui,En servicio,-75.58578147,6.18704486
1101,1101,Berrio,CR 51 51 44,Medellín,La Candelaria,En servicio,-75.56814769,6.25071838
1102,1102,Berrio 234,CR 51 48 00 INT 132 (BER2 34),Medellín,La Candelaria,En servicio,-75.56930832,6.24813313
1103,1103,Bingo Terminal Del Norte,CR 64C 78 580 LOCAL 50,Medellín,Caribe,En servicio,-75.57130251,6.27822735
1104,1104,Bosque Plaza,CR 52 71 136,Medellín,Moravia,En servicio,-75.5656,6.268485
1105,1105,Boyaca Qap,CL 51 51 66 ,Medellín,La Candelaria,En servicio,-75.56864448,6.25069349
1106,1106,Brosty Suarez,CR 63 103 E 64,Medellín,Caribe,En servicio,-75.56195715,6.29563673
1107,1107,Burbuja Mayorca Etapa 3,CR 48 50 SUR 128 BURBUJA 1082 ETAPA 3,Itagui,Itagui,En servicio,-75.60431,6.160705
1108,1108,Burbuja Mayorca Etapa 3  (2),CR 48 50 SUR 128 BURBUJA 1082 ETAPA 3,Itagui,Itagui,En servicio,-75.60431,6.160705
1109,1109,Burbuja Metroparque Berrio # 2,CR 51  49 00 LOC 134,Medellín,La Candelaria,En servicio,-75.56890544,6.24894202
1110,1110,Burbuja San Antonio # 1,CR  51  45 00 LOCAL104,Medellín,La Candelaria,En servicio,-75.57024333,6.24585323
1111,1111,Cantina Y Restaurante Aguadas,CR 52 44 56,Medellín,La Candelaria,En servicio,-75.57139211,6.24524881
1112,1112,Caribe Qap,CR 64C 74 18,Medellín,Caribe,En servicio,-75.57334099,6.27265566
1113,1113,Casino Slot,CR 51 51 35,Medellín,La Candelaria,En servicio,-75.56830115,6.25072803
1114,1114,Casino Slot (2),CR 51 51 35,Medellín,La Candelaria,En servicio,-75.56830115,6.25072803
1115,1115,Cc Estacion Niquia,DG 55 N 37 41 LOCAL 138,Bello,Bello,En servicio,-75.543105,6.340346
1116,1116,Cc Estacion Niquia (2),DG 55 N 37 41 LOCAL 138,Bello,Bello,En servicio,-75.543105,6.340346
1117,1117,Cc Mayorca Local 356 (2),CL 51 SUR 48 57,Itagui,Itagui,En servicio,-75.60540534,6.16185605
1118,1118,Cc Metrocentro 1 Local 102,CR 52 42 60 LOCAL 102,Medellín,La Candelaria,En servicio,-75.57208603,6.24325899
1119,1119,Cencosud Metro Bello,CR 50 27 B 71,Bello,Bello,En servicio,-75.55768493,6.31718968
1120,1120,Centro C. Terminal Coonorte,CR 64 C 78 580 N 9863,Medellín,Caribe,En servicio,-75.57118572,6.279341
1121,1121,Centro C. Terminal Fonda,CR 64 C 78 580,Medellín,Caribe,En servicio,-75.57082094,6.27880298
1122,1122,Centro C. Terminal Mercatodo,CR 64 C 78 580 N 083,Medellín,Caribe,En servicio,-75.57120181,6.27840253
1123,1123,Centro C. Terminal Ochoa,CR 64 C 78 580 N 9853,Medellín,Caribe,En servicio,-75.57075656,6.28015683
1124,1124,CENTRO COMERCIAL EL BUFALO,CL 50 CR 41 81 INTERIOR 101,Itagui,Itagui,En servicio,-75.6063759,6.16506122
1125,1125,Centro Comercial Universo,Cl 50 N 53 12 LOCAL 124,Medellín,La Candelaria,En servicio,-75.57051149,6.25073983
1126,1126,Cisneros,CL 46  54 00 (137),Medellín,La Candelaria,En servicio,-75.57273609,6.24824806
1127,1127,Cootrafa,CL 46 49 B 07,Bello,Bello,En servicio,-75.55701852,6.33171241
1128,1128,Corona,CR 52 N 50 68,Medellín,La Candelaria,En servicio,-75.56945226,6.25049373
1129,1129,Delicias La 65,CL 84 65 10,Medellín,Caribe,En servicio,-75.572648,6.280476
1130,1130,Diagonal 50 Lea,DG 50 49 17,Medellín,La Candelaria,En servicio,-75.56744023,6.24829055
1131,1131,Drogas La Rebaja,Cr 52 49 89,Medellín,La Candelaria,En servicio,-75.56984486,6.24996248
1132,1132,El Bodegon,CR 50 85 157,Itagui,Itagui,En servicio,-75.590213,6.190908
1133,1133,Estacion Bello,CL 44  44 18,Bello,Bello,En servicio,-75.55403177,6.33096593
1134,1134,Estación Bello (2),CL 44 44 18,Bello,Bello,En servicio,-75.55403177,6.33096593
1135,1135,Estacion Floresta  (Flo 210),CL 47 D  79 00  (FLO 210),Medellín,Calasanz,En servicio,-75.59727555,6.25835846
1136,1136,Estacion La Estrella (2),CR 49 77 SUR 90,Sabaneta,Sabaneta,En servicio,-75.625895,6.152486
1137,1137,Estacion Madera,CL 25 B 49 32 INT 124 (MAD2 20),Bello,Bello,En servicio,-75.55739419,6.31443285
1138,1138,Estacion Sabaneta,CRA 48B 67SUR 10,Sabaneta,Sabaneta,En servicio,-75.616625,6.155617
1139,1139,Estacion Santa Lucia,CL 47 DD 86 00 (LUC 2 16),Medellín,Los Pinos,En servicio,-75.60337794,6.25867683
1140,1140,Éxito De Colombia,CR 66 48 C 38,Medellín,Suramericana,En servicio,-75.58307943,6.25426107
1141,1141,Fabricato Hv,CR 49 44 18,Bello,Bello,En servicio,-75.55590831,6.33054478
1142,1142,Ferrocarril,CR 64 C 78 580,Medellín,Caribe,En servicio,-75.57103551,6.2796668
1143,1143,Flamingo Bolivar,CR 51 48 31,Medellín,La Candelaria,En servicio,-75.56938339,6.24853017
1144,1144,Gana Servicios Alpujarra,CL 44 51 45,Medellín,La Candelaria,En servicio,-75.57114406,6.24469232
1145,1145,Gana Servicios C.C Puerta Del Norte I I (2),DG 55 AUT NORTE LOCAL 1 154,Bello,Bello,En servicio,-75.54238293,6.33927264
1146,1146,Gana Servicios Parque Berrio (4),CL 50 51 65,Medellín,La Candelaria,En servicio,-75.5691929,6.24991463
1147,1147,Gana Servicios Parque Berrio (5),CL 50 51 65,Medellín,La Candelaria,En servicio,-75.5691929,6.24991463
1148,1148,Heladeria Y Billares Los Ronderos,CR 52 41 18,Medellín,La Candelaria,En servicio,-75.57242211,6.2423628
1149,1149,Hospital 217,CR 51 66 04,Medellín,Sevilla,En servicio,-75.5635989,6.26326273
1150,1150,Hospital Prado,CR 51 59 05,Medellín,Sevilla,En servicio,-75.56577851,6.25821907
1151,1151,La Bodeguita Colombia,CL 50 49 52,Medellín,La Candelaria,En servicio,-75.56719313,6.24914728
1152,1152,La Magnolia 2,DG 32 D 32 C SUR 8,Envigado,Envigado,En servicio,-75.58391845,6.17419346
1153,1153,La Red,CL 53 52A 06,Medellín,Candelaria,En servicio,-75.5688112,6.2530042
1154,1154,Madera,CR 45 26 19 ,Bello,Bello,En servicio,-75.55356791,6.3152664
1155,1155,Mall Vegas Plaza,CRR 48 76 D SUR 52 LOCAL 131 ,Sabaneta,Sabaneta,En servicio,-75.623686,6.152161
1156,1156,Maya Mass,CR 49 45 123,Medellín,La Candelaria,En servicio,-75.568352,6.246648
1157,1157,Media Naranja,CR 53 48 35,Medellín,La Candelaria,En servicio,-75.57117521,6.24908182
1158,1158,Media Naranja-Pichincha,CR 52 48 02,Medellín,La Candelaria,En servicio,-75.570277,6.248548
1159,1159,Media Naranja-Pichincha (2),CR 52 48 02,Medellín,La Candelaria,En servicio,-75.570277,6.248548
1160,1160,Metro Acevedo Ac210,CR 63 A 105 68,Medellín,Girardot,En servicio,-75.55931445,6.3007568
1161,1161,Metro Estacion Parque Berrio,CR 51 50 50,Medellín,La Candelaria,En servicio,-75.56843344,6.25000604
1162,1162,Metro Plazuela Nutibara,CR 50 A  52 03,Medellín,La Candelaria,En servicio,-75.5674852,6.25088815
1163,1163,Metro Terminal   ,CL 50 40 01 LOCAL 115   ,Itagui,Itagui,En servicio,-75.60713909,6.16631982
1164,1164,Multicarnes,CL 53 51 08,Medellín,La Candelaria,En servicio,-75.5678478,6.2525336
1165,1165,Niquitao Con Maturin,CR 44 46 13,Medellín,La Candelaria,En servicio,-75.56613141,6.24476914
1166,1166,Nuevo Tricentenario,CR 63 C N 96 A 136 INT 115,Medellín,Caribe,En servicio,-75.571846,6.279098
1167,1167,Nutabe Seguro,CL 70 51 D 08,Medellín,Sevilla,En servicio,-75.56510189,6.26703825
1168,1168,Oficina Alpujarra Manual,CL 44 51 11,Medellín,La Candelaria,En servicio,-75.57096542,6.24462309
1169,1169,Pablo Tobon (2),CL 51 40 9,Medellín,La Candelaria,En servicio,-75.55981927,6.24720408
1170,1170,Papeleria Señal Net,CL 64 A 78 581 TERMINAL NORTE LOCAL 319,Medellín,Caribe,Desactivado,-75.57123,6.27987
1171,1171,Parque Berrio,CL 50 51 65,Medellín,La Candelaria,En servicio,-75.5691929,6.24991463
1172,1172,Parque San Pedro,CL 68 51 A 01,Medellín,Sevilla,En servicio,-75.5634228,6.26568075
1173,1173,Parqueadero El Pulpo,CL 44 48 73,Medellín,La Candelaria,En servicio,-75.56963377,6.24412868
1174,1174,Participacion Parque De Berrio,CR 51 50 67,Medellín,La Candelaria,En servicio,-75.56853443,6.2501473
1175,1175,Participacion Parque De Berrio (2),CR 51 50 67,Medellín,La Candelaria,En servicio,-75.56853443,6.2501473
1176,1176,Peladitos De Corazon,CR 63 109 A 34,Medellín,Girardot,En servicio,-75.5579822,6.3029784
1177,1177,Plazuela Nutibara,CL 51 A 50 61 LOCAL 001,Medellín,La Candelaria,En servicio,-75.56768772,6.25077205
1178,1178,Pollos Mario San Diego,CR 43 A 33 25,Medellín,La Candelaria,En servicio,-75.57025054,6.23404354
1179,1179,Pvi Caribe,CR 64 C 74 9,Medellín,Caribe,En servicio,-75.57349194,6.27264295
1180,1180,Pvi Prado,CR 51 57 105,Medellín,La Candelaria,En servicio,-75.56640335,6.25673674
1181,1181,Pvi Prado (2),CR 51 57 105,Medellín,La Candelaria,En servicio,-75.56640335,6.25673674
1182,1182,Restaurante Cafetos,CR 50 41 215,Medellín,La Candelaria,En servicio,-75.57100688,6.24441435
1183,1183,San Antonio # 2,CR 51 45 00 LOC 136,Medellín,La Candelaria,En servicio,-75.57024333,6.24585323
1184,1184,San Antonio # 3,CL 46 51 00 LOC 139,Medellín,La Candelaria,En servicio,-75.56981704,6.24722378
1185,1185,San Antonio 232,CR 51 47 00 INT 106,Medellín,La Candelaria,En servicio,-75.56947843,6.24773275
1186,1186,San Antonio 252,CR 51 45 00 MD 116,Medellín,La Candelaria,En servicio,-75.57024333,6.24585323
1187,1187,San Sebastian,CR 46 41 54,Medellín,La Candelaria,En servicio,-75.56947569,6.24148352
1188,1188,Santa Elena,CL 52 49 27,Medellín,La Candelaria,En servicio,-75.56675754,6.25011433
1189,1189,Suramericana,CL 48 65 00 INT 120 (SAN 2 22),Medellín,Suramericana,En servicio,-75.58241748,6.25325469
1190,1190,Talleres,CR 46 46 03,Bello,Bello,En servicio,-75.55444816,6.33318688
1191,1191,Terminal Norte Metro,CR 64 C 78 580,Medellín,Caribe,En servicio,-75.57087458,6.27896294
1192,1192,Terminal Norte Metro 1,CR 64 C 78 580,Medellín,Caribe,En servicio,-75.57116963,6.27945298
1193,1193,Terminal Norte Ochoa,CR 64 C 78 580,Medellín,Caribe,En servicio,-75.57101406,6.27869633
1194,1194,Terpel La 65,CR 65 78 190,Medellín,Caribe,En servicio,-75.5733924,6.27623436
1195,1195,Veracruz # 1,CR 52 51 42 LOC 180,Medellín,La Candelaria,En servicio,-75.569219,6.25101326
1196,1196,Veracruz # 1 (2),CR 52 51 42 LOC 180,Medellín,La Candelaria,En servicio,-75.569219,6.25101326
1197,1197,Bar 3 Reyes,CL 49 N 59 13,Medellín,La Candelaria,En servicio,-75.57627304,6.25164649
1198,1198,Bar El Cariñito,CL 44 A 59 03,Medellín,La Candelaria,En servicio,-75.57755579,6.24763913
1199,1199,Bar Y Restaurante Caballo Blanco,CR 57 A 45 10,Medellín,La Candelaria,En servicio,-75.57579026,6.24781933
1200,1200,Bodega Colombia,CL 49 B 68 94,Medellín,Suramericana,En servicio,-75.58529209,6.25748726
1201,1201,Cencosud Jumbo La 65,CR 65 45 85,Medellín,La Candelaria,En servicio,-75.58524999,6.25188273
1202,1202,Cencosud Jumbo La 65 No. 2,CR 65 45 85,Medellín,La Candelaria,En servicio,-75.58551944,6.25161318
1203,1203,Centro Comercial El Castillo,CL 46 53 A 14 LC 102,Medellín,La Candelaria,En servicio,-75.57236616,6.24812173
1204,1204,Centro Comercial Obelisco,CR 74 48 37,Medellín,Suramericana,En servicio,-75.59215255,6.25697713
1205,1205,Colanta,CL 47A 99 36,Medellín,San Javier N0 1,En servicio,-75.61463924,6.25767577
1206,1206,Consumo San Joaquin,CR 69 42 29,Medellín,Laureles,En servicio,-75.58799389,6.24766309
1207,1207,Estadio ,CR 70 47D 00 (EST 2 20),Medellín,Laureles,En servicio,-75.58779155,6.25317375
1208,1208,Éxito Colombia,CR 66 49 A 32,Medellín,Suramericana,En servicio,-75.58247591,6.25565197
1209,1209,Gana Servicios Barrio Triste,CL 46 59 47,Medellín,La Candelaria,En servicio,-75.57716675,6.24960733
1210,1210,Gana Servicios Los Sauces,CL 50 65 01,Medellín,Suramericana,En servicio,-75.58114461,6.2560048
1211,1211,Ganaservicios San Javier,CR 99 42 54,Medellín,San Javier N0 1,En servicio,-75.61600737,6.25600625
1212,1212,La 87,CR 87 45 C 96 LOCAL 4,Medellín,Los Pinos,En servicio,-75.60294121,6.25576007
1213,1213,Los Veteranos,CR 101 40 39,Medellín,San Javier N0 1,En servicio,-75.61653392,6.25485978
1214,1214,Macroraiz,CR 67 49B 15 LC 13A,Medellín,Suramericana,En servicio,-75.58325577,6.25656332
1215,1215,Makro,CL 44 66 50,Medellín,La Candelaria,En servicio,-75.58590982,6.24950122
1216,1216,Mall Comercial Y Parqueadero Tenerife,CR 55 45 10,Medellín,La Candelaria,En servicio,-75.57403954,6.24723072
1217,1217,Merquefacil,CL 43 100 28,Medellín,San Javier N0 1,En servicio,-75.61644366,6.25664214
1218,1218,Semillero Éxito,CR 66 49 40,Medellín,Suramericana,En servicio,-75.58268306,6.25520488
1219,1219,Tierras Antioqueñas (Pa Mi Tiera),CL 50 68 123,Medellín,Suramericana,En servicio,-75.58493907,6.25781136
1220,1220,Metro Cable Juan Xxiii,CR 99 D D 48 F 01,Medellín,San Javier N0 1,En servicio,-75.61320043,6.26601881
1221,1221,Oficina Apuestas Ochoa,CL 61 CR 129 A 19,Medellín,San Cristobal Vereda La Loma,En servicio,-75.63487009,6.27620804
1222,1222,Vallejuelo,CL 61 B 104 B 11,Medellín,San Javier N0 1,En servicio,-75.62154,6.25582
1223,1223,Estacion Metro Cable Santo Domingo,CR 32 102 B 83,Medellín,Santo Domingo Savio Nº 1,En servicio,-75.54227528,6.2927584
1224,1224,Metro Cable 3,CR 31 102 C 42,Medellín,Santo Domingo Savio Nº 1,En servicio,-75.54153771,6.29283267
1225,1225,Metro Cable 3 (2),CR 31 102 C 042,Medellín,Santo Domingo Savio Nº 1,En servicio,-75.54153771,6.29283267
1226,1226,Teleferico 1,CL 107 B 42 B 06,Medellín,Popular,En servicio,-75.54796416,6.2953675
1227,1227,Terminal Santo Domingo,CR 31 107 2,Medellín,Santo Domingo Savio Nº 1,En servicio,-75.54113176,6.29514511
1228,1228,5 Esquinas 2,CL 45 84 9,Medellín,Los Pinos,En servicio,-75.60364458,6.25333584
1229,1229,Asados La 80,CR 80 64 A 12,Medellín,Calasanz,En servicio,-75.59316802,6.27308671
1230,1230,California Movil,CL 73 72 A 56,Medellín,El Diamante,En servicio,-75.58273,6.27383
1231,1231,Consumo Floresta,CR 84 45 F 12,Medellín,Laureles,En servicio,-75.601015,6.256056
1232,1232,Distribuidora Berlin,CR 81 32 109,Medellín,Belen,Desactivado,-75.60237635,6.2350438
1233,1233,Exito La 80,CR 81 37 D 9,Medellín,Los Pinos,En servicio,-75.60272482,6.24612394
1234,1234,Farmacia,CL 50 80 21,Medellín,Calasanz,En servicio,-75.59713737,6.2635528
1235,1235,Floresta 2,CR 82 45 D 48,Medellín,Los Pinos,En servicio,-75.60095739,6.25487341
1236,1236,Floresta La 80,CR 80 48 B 60,Medellín,Calasanz,En servicio,-75.59739758,6.26026723
1237,1237,Gana Servicios America,CL 44 82 07,Medellín,Los Pinos,En servicio,-75.6040851,6.25060736
1238,1238,Gana Servicios Punto Clave,CL 29 46 49 B ,Medellín,La Candelaria,En servicio,-75.57278,6.23007
1239,1239,Glorieta Colombia,CR 80 50 41,Medellín,Calasanz,En servicio,-75.59654828,6.26462908
1240,1240,Hermanos Velez,CL 44 84 38,Medellín,Los Pinos,En servicio,-75.60479723,6.25083554
1241,1241,La 80 Calasanz,CR 80 53 A 05 PISO 01,Medellín,Calasanz,En servicio,-75.59587246,6.26763281
1242,1242,La Consolata,TRANSVERSAL 39 B 79 54,Medellín,Los Pinos,En servicio,-75.59803288,6.2481765
1243,1243,Las Mercedes,CR 84 32 85,Medellín,Belen,En servicio,-75.60768045,6.23447608
1244,1244,Laureles,CR 81 42 37,Medellín,Los Pinos,En servicio,-75.60260333,6.24792806
1245,1245,Lavapress,CL 35 84 31,Medellín,Los Pinos,En servicio,-75.60700665,6.24411968
1246,1246,Los Montañeritos,CR 82 44 03,Medellín,Los Pinos,En servicio,-75.60403939,6.25077172
1247,1247,Los Picapiedras,CL 53 A 80 A 59,Medellín,Calasanz,Desactivado,-75.59682475,6.26770088
1248,1248,Lucrecio Jaramillo,CR 79 38 102,Medellín,Los Pinos,En servicio,-75.5992602,6.24576394
1249,1249,Mall La 34,CL 34 80 C 22,Medellín,Los Pinos,En servicio,-75.60251988,6.24083542
1250,1250,Metro Estacion Floresta,CR 80 48 27,Medellín,Calasanz,En servicio,-75.59775476,6.25930712
1251,1251,Metro Estacion Floresta (2),CR 80 48 27     ,Medellín,Calasanz,En servicio,-75.59775476,6.25930712
1252,1252,Nueva Cuarta Brigada,CR 77 C N 52 55,Medellín,Calasanz,En servicio,-75.593073,6.263799
1253,1253,Oficina America  2,CL 44 82 79,Medellín,Los Pinos,En servicio,-75.60436399,6.2506263
1254,1254,Oficina Don Quijote,CL 35 81 21,Medellín,Los Pinos,En servicio,-75.60320304,6.24321037
1255,1255,Papeleria  Punta Fina,CL 44 84 23,Medellín,Los Pinos,En servicio,-75.60475499,6.25067796
1256,1256,Qap La 80,CR 80 46 40,Medellín,Calasanz,En servicio,-75.59819166,6.25657741
1257,1257,Santa Gema # 2,CL 33 81 03,Medellín,Belen,En servicio,-75.60342569,6.23861107
1258,1258,Super Vaquita La 33,CL 33 83 A 36,Medellín,Belen,En servicio,-75.60718592,6.23870492
1259,1259,Tarapaca,CR 80 39 201,Medellín,Los Pinos,En servicio,-75.59916303,6.24898799
1260,1260,Tramites La 80,CR 81 40 12,Medellín,Los Pinos,En servicio,-75.60250921,6.24708522
1261,1261,Transversal,TRANSVERSAL 45 C 85 05,Medellín,Los Pinos,En servicio,-75.60281719,6.25487765
1262,1262,Argemiro Buenos Aires,CL 49 34 03,Medellín,Buenos Aires,En servicio,-75.55621152,6.24245638
1263,1263,Avenida Obrero,CL 32 56 04,Bello,Bello,En servicio,-75.56154717,6.31994718
1264,1264,Ayacucho San Ignacio,CL 49 42 48,Medellín,La Candelaria,En servicio,-75.5624514,6.24581993
1265,1265,Cabañas,CR 55 27 A 29,Bello,Bello,En servicio,-75.56061784,6.31644165
1266,1266,Confiar,CL 50 45 16,Medellín,La Candelaria,En servicio,-75.56449748,6.24784034
1267,1267,Consumo,CL 49 32 85,Medellín,Buenos Aires,En servicio,-75.55493192,6.24181158
1268,1268,El Palo,CR 45 48 90,Medellín,La Candelaria,En servicio,-75.56501513,6.24671598
1269,1269,El Palo (2),CR 45 48 90,Medellín,La Candelaria,En servicio,-75.56501513,6.24671598
1270,1270,El Palo Con Bombona,CR 45 46 76,Medellín,La Candelaria,En servicio,-75.56609064,6.24517299
1271,1271,El Palo Con Bombona (2),CR 45 46 76,Medellín,La Candelaria,En servicio,-75.56609064,6.24517299
1272,1272,Estacion Alejandro Echavarria,CL 5013 17,Medellín,Buenos Aires,En servicio,-75.540788,6.233546
1273,1273,Ganaservicios Buenos Aires,CL 49 30 04,Medellín,Buenos Aires,En servicio,-75.552929,6.240894
1274,1274,Gildardo Buenos Aires,CL 49 32 34,Medellín,Buenos Aires,En servicio,-75.55454949,6.2417753
1275,1275,Las Acasias,CL 5653A 17,Itagui,Itagui,En servicio,-75.60679566,6.17629216
1276,1276,Pagadiario,CL 49 38 77,Medellín,Buenos Aires,En servicio,-75.55995023,6.24437738
1277,1277,Panorama,CR 45 49 56,Medellín,La Candelaria,En servicio,-75.56448532,6.24745015
1278,1278,Multiservicios Aliadas,CR 84 F 18 A 03,Medellín,Belen,En servicio,-75.60872,6.22262
